%,h=1,h=1/2,h=2,h=3,n,player,season
0.8484848484848485,-3.633425687152908,-3.1403020956233263,0.07865355525252937,5.8348220958334736,99.0,Toney Douglas,2015 - 2016
0.6781609195402298,-3.6217088176309744,-5.360941115298743,0.30416511642428645,5.261106390221613,87.0,Gary Forbes,2010 - 2011
0.6666666666666666,-3.599912472864469,-0.17031561668061812,-3.0245483279609076,-3.0245483279609076,6.0,Justin Dentmon,2011 - 2012
0.5,-3.5987814404463236,1.2805589972731788,-3.3157823158989217,-3.3157823158989217,18.0,D.J. Mbenga,2009 - 2010
0.7872340425531915,-3.5670448987573025,-1.9361917058432425,-2.50808073365603,-2.6939567249745693,47.0,Royal Ivey,2008 - 2009
0.7489711934156379,-3.534993421393324,-5.259149300703939,2.1764207766729555,4.074485982958436,243.0,Jrue Holiday,2012 - 2013
0.8088235294117647,-3.5336604941461616,-4.02299315606966,-0.9273432215519648,1.196770102782068,68.0,Jeremy Lamb,2013 - 2014
0.5925925925925926,-3.5194397871898957,-4.691804120844104,-2.0518082451444783,-2.862738461360806,27.0,Jeremy Pargo,2011 - 2012
0.7272727272727273,-3.5186810107411475,1.8094294818948526,-2.267679448832723,-0.1953931647542504,88.0,Jeremy Lamb,2015 - 2016
0.8035087719298246,-3.517624302160698,1.774338108542338,0.8577794602605877,10.410588709429021,285.0,Joe Johnson,2010 - 2011
0.8490566037735849,-3.4964974817024483,-5.061125374166608,3.277966958786351,9.327310055106665,212.0,Nicolas Batum,2015 - 2016
0.45454545454545453,-3.476014184871378,-2.569384702415338,-2.8438510909244226,-2.8438510909244226,11.0,Brandon Rush,2014 - 2015
0.8183279742765274,-3.463215992530195,-0.7714664402818698,-0.9550750983639773,5.976201689674781,622.0,Corey Maggette,2006 - 2007
0.7614678899082569,-3.443412878612662,1.2394544080816559,-2.262091395045559,3.3118568214057973,327.0,Roy Hibbert,2012 - 2013
0.7184466019417476,-3.442406993198418,0.09899833227079569,2.4149009696306507,5.517562146752738,103.0,Ben McLemore,2015 - 2016
0.8543689320388349,-3.438958496852365,-3.9271987577651544,-6.334447932407599,-3.0251636324634745,103.0,Raja Bell,2007 - 2008
0.4,-3.4295968561838555,-2.854232711280293,-2.854232711280293,-2.854232711280293,5.0,Francisco Elson,2009 - 2010
0.5555555555555556,-3.4269762309762903,1.2559514875883195,-6.697799162598297,-6.697799162598297,18.0,Jeremy Evans,2011 - 2012
0.8927038626609443,-3.422707021049291,1.1969860105414796,1.1827845223125735,3.0901997941190587,233.0,D.J. Augustin,2008 - 2009
0.8728070175438597,-3.418634766939107,-3.881913155640035,-4.8061841471771345,2.028917926079572,228.0,Ryan Anderson,2015 - 2016
0.3,-3.4104427524784917,-3.4104427524784917,-3.4104427524784917,-3.4104427524784917,10.0,Dominic McGuire,2012 - 2013
0.7975460122699386,-3.4087777136297177,-1.433434362293724,1.0177436412437544,1.9306453327845645,163.0,George Hill,2011 - 2012
0.7655172413793103,-3.400259460775203,-2.2525089739270925,1.7248005520837069,4.922543279770196,145.0,Earl Watson,2007 - 2008
0.7547169811320755,-3.394355770769721,1.3397992330906163,-2.385941868441975,-0.7965472219809158,106.0,Earl Watson,2008 - 2009
0.631578947368421,-3.393795077709065,-4.675163702819148,-2.890575513928532,-0.5891189343142784,19.0,Sean Marks,2007 - 2008
0.8012820512820513,-3.3910987470416103,-0.9973449631469293,1.2916350365051983,0.2410242765655255,156.0,Tracy McGrady,2008 - 2009
0.8170731707317073,-3.3728252035838153,-2.2381865123886513,-2.4114903732768056,1.6923313011803742,82.0,Trey Burke,2015 - 2016
0.5918367346938775,-3.3693541266748213,-4.8991482175667045,-0.1979202428369291,4.4786948766124794,49.0,Joel Anthony,2007 - 2008
0.8,-3.3683153402992616,1.4672562241986498,-0.5356690301847209,8.01800345453259,175.0,Rasheed Wallace,2006 - 2007
0.5,-3.364346401551707,0.06525045463214596,-2.7889822566481435,-2.7889822566481435,6.0,Dwayne Jones,2006 - 2007
0.8048780487804879,-3.3496291873586728,0.5111371029576475,-0.3446624249724124,2.0698421674124603,123.0,Devin Harris,2013 - 2014
0.7,-3.3470896932508367,0.783050278967778,-2.363428393104215,-0.49942622506139855,60.0,Cory Higgins,2011 - 2012
0.8246753246753247,-3.3396553767074693,1.5626197076737753,2.832555788806218,0.182189522566631,154.0,Keyon Dooling,2008 - 2009
0.8281622911694511,-3.3259010432355467,1.9662231681028288,-2.9712573532174815,3.954285057141192,419.0,DeMar DeRozan,2012 - 2013
0.8198347107438017,-3.3246997889234535,1.3007668968178905,3.2545205702242583,8.822803588714692,605.0,Devin Harris,2008 - 2009
0.7352941176470589,-3.311773232127635,-3.9278346386537777,-3.9156183765480534,1.6383647421172185,68.0,Craig Smith,2010 - 2011
0.6,-3.296941286514361,-3.2639650585305553,-3.225039157943044,-3.225039157943044,15.0,Kosta Koufos,2009 - 2010
0.7804878048780488,-3.287864175050906,-1.365091634749497,-2.4680867882277226,-5.086753428195259,41.0,P.J. Brown,2007 - 2008
0.8140703517587939,-3.277441102836633,0.8161982413602118,-3.1473898263049023,4.535842075171331,398.0,Tim Duncan,2012 - 2013
0.8473684210526315,-3.2736367936007014,-1.6781513547103941,-4.0017957333807885,-1.6604368645500927,190.0,Chris Paul,2009 - 2010
0.7558386411889597,-3.2572795206558567,-2.7076116740710177,2.513559325462552,4.723507286273048,471.0,Dwyane Wade,2007 - 2008
0.518324607329843,-3.2513318790038284,-0.2657896972935987,-9.06063623571174,-1.0726168082674121,191.0,Andris Biedrins,2006 - 2007
0.6936936936936937,-3.248839208521531,1.575966352270484,-1.8053945742700535,4.811112317558241,444.0,Gerald Wallace,2006 - 2007
0.7777777777777778,-3.248416115988608,1.0493784414089369,-4.646333399676848,-4.646333399676848,18.0,Mickael Gelabale,2007 - 2008
0.4166666666666667,-3.2255060113356464,-2.47137474416272,-1.0282814339994282,-1.0282814339994282,12.0,Hassan Whiteside,2011 - 2012
0.5944055944055944,-3.22087322945265,3.00301510899493,-2.5989664198549747,-9.28296231635619,143.0,Maurice Harkless,2013 - 2014
0.7238805970149254,-3.2041568171205483,-0.23019223896938001,-1.175786379348068,4.860932043699734,134.0,Stromile Swift,2006 - 2007
0.625,-3.2034047264207857,-4.198529134380209,1.5588110107233604,1.1529293227299888,56.0,Anthony Parker,2011 - 2012
0.46153846153846156,-3.1949710670741425,0.11316709265288694,-1.9129087082322833,-1.9129087082322833,13.0,Scott Padgett,2006 - 2007
0.6,-3.1940307848710905,-1.2323722788476372,-3.1940307848710905,-3.1940307848710905,5.0,Mario West,2010 - 2011
0.5,-3.194030784871086,-3.194030784871086,-3.194030784871086,-3.194030784871086,4.0,Scot Pollard,2006 - 2007
0.5,-3.194030784871086,-3.194030784871086,-3.194030784871086,-3.194030784871086,4.0,Stephen Jackson,2013 - 2014
0.5,-3.194030784871086,0.0,-3.194030784871086,-3.194030784871086,4.0,Malik Allen,2010 - 2011
0.5,-3.194030784871086,-3.194030784871086,-3.194030784871086,-3.194030784871086,4.0,Cole Aldrich,2010 - 2011
0.8457446808510638,-3.182559467342145,-5.073696225062378,1.783135884928896,5.7678900412235805,188.0,Derek Fisher,2009 - 2010
0.9186046511627907,-3.1774569010555496,-4.442933897157374,-0.03881007554883098,3.3901841427148156,86.0,Darius Songaila,2007 - 2008
0.7477876106194691,-3.1773253947258127,-1.882394373811053,4.657231662847494,9.104997982648115,226.0,Anthony Davis,2012 - 2013
0.6883116883116883,-3.1737308745343284,1.778657089999058,0.3807328130698693,3.6493799483818776,77.0,Antoine Wright,2009 - 2010
0.8125,-3.1711325042100498,-4.9514390618837325,-3.3232860248641387,-3.285654575076528,48.0,Mike James,2007 - 2008
0.823076923076923,-3.1684398031665353,-1.0817599279004924,2.780542516678537,7.4887992139670985,260.0,John Salmons,2007 - 2008
0.7518796992481203,-3.1682191034385596,-2.5220155667325344,0.16368215926814855,3.5802897880220144,133.0,K.J. McDaniels,2014 - 2015
0.6838235294117647,-3.1289237073794993,1.983290379317907,0.8077129866525752,0.05397578614818599,136.0,Chandler Parsons,2015 - 2016
0.7311827956989247,-3.1268230624677074,-4.22932250928767,0.8541211876970181,1.6750932523647464,93.0,Sergio Rodriguez,2009 - 2010
0.7068965517241379,-3.1141971360461866,-3.4072535537837894,-3.9300704883773676,0.5656923754824987,58.0,Kyle Weaver,2008 - 2009
0.6464646464646465,-3.0976744022169242,-2.152939708761494,2.373762721097364,11.256745668716434,99.0,Byron Mullens,2012 - 2013
0.7300613496932515,-3.0921681027520265,2.1273251273326252,2.6489038991603877,5.223572000512291,163.0,Sasha Pavlovic,2006 - 2007
0.7821428571428571,-3.086737444012442,-0.39433756677766496,-1.9409432580209796,1.44394325962503,280.0,David Lee,2011 - 2012
0.7777777777777778,-3.083657395288398,0.5240010012713618,-1.7802973780894433,-1.7802973780894433,18.0,Jarvis Hayes,2009 - 2010
0.7142857142857143,-3.065795130003462,-3.0637085568300186,-6.869503732477931,-5.354132329082894,21.0,Shannon Brown,2013 - 2014
0.8387096774193549,-3.0573800372914945,-1.2841228062533077,0.46064705896390734,4.210068894908531,62.0,Alexis Ajinca,2015 - 2016
0.7333333333333333,-3.0562347320731504,-5.043664429273562,1.2070132985665651,7.530795822661261,60.0,Sebastian Telfair,2010 - 2011
0.8956228956228957,-3.0319980111213454,-3.6745980775311864,-1.1373955946724266,-0.5454961521418511,297.0,Dirk Nowitzki,2015 - 2016
0.75,-3.023633937740888,-3.1297470021180835,-3.023633937740888,-3.023633937740888,8.0,Willie Warren,2010 - 2011
0.6981132075471698,-3.013470539356206,-1.1558928576114198,-0.17504171727077278,2.8225380560421343,53.0,Kirk Hinrich,2014 - 2015
0.72,-3.004176858214908,-4.507002415475412,-2.22527111015717,-4.186929616180624,25.0,Antawn Jamison,2013 - 2014
0.711645101663586,-2.98490496129466,-2.9525776691559713,3.59197026118386,11.266485507301809,541.0,Tracy McGrady,2006 - 2007
0.8,-2.980305981005479,1.3246953113805624,-5.973185701590705,-4.46400877702483,20.0,Nikola Pekovic,2015 - 2016
0.7391304347826086,-2.976149676613005,-0.19215228530157447,-3.5122531679857616,1.6443232668628696,207.0,Gilbert Arenas,2009 - 2010
0.8057553956834532,-2.9743320460483744,1.4728385343032926,-1.5378508946344027,2.2598004125183024,139.0,Eric Gordon,2014 - 2015
0.7569444444444444,-2.9690854366492943,1.6864276889794212,1.9361705796062267,-3.0920208500450315,144.0,Shawn Marion,2009 - 2010
0.8333333333333334,-2.9663765321303543,-2.1339166751133547,1.3987899761410034,2.0416616024363208,90.0,Matthew Dellavedova,2015 - 2016
0.8344827586206897,-2.966007327239936,1.7961924910630387,-0.23244957163169033,7.256383895908016,145.0,Anthony Parker,2008 - 2009
0.3333333333333333,-2.9518130396191573,-4.256463411698537,-2.0118057811276877,-1.2008755649113567,9.0,Ronald Dupree,2006 - 2007
0.7027027027027027,-2.944192680020855,1.12158821349135,-5.960816370714355,-4.988855203176591,37.0,Daniel Gibson,2012 - 2013
0.7953795379537953,-2.9166659084943376,-0.7718452583793578,-0.6401119552571117,5.524554709163851,303.0,Rudy Gay,2011 - 2012
0.660377358490566,-2.8978092245818345,-2.544905124786254,1.034058149798156,3.983532932208149,53.0,Dominique Jones,2012 - 2013
0.7264150943396226,-2.8975383099320595,-2.139269843758143,2.4657653630034417,5.794969680562161,106.0,Shane Battier,2009 - 2010
0.7906976744186046,-2.8884949386081047,-4.79158935213156,-1.6352193088317861,-0.835889206065751,43.0,Beno Udrih,2013 - 2014
0.6363636363636364,-2.869037205809164,1.0815332674088936,-2.1069639098166135,-2.917894126032941,22.0,Yi Jianlian,2011 - 2012
0.8775510204081632,-2.8597945665157027,-3.335185242231063,-1.7181571409136822,-1.0413336369331745,49.0,Sasha Vujacic,2006 - 2007
0.5,-2.8542327112802903,-0.8925742052568371,-2.8542327112802903,-2.8542327112802903,4.0,James Jones,2012 - 2013
0.7619047619047619,-2.852584332963943,0.5149545100616706,3.7018302692411,2.9136442413384884,735.0,LeBron James,2011 - 2012
0.8446601941747572,-2.8386792177164466,-0.5619116058202849,-5.023225508923133,2.6388478705177363,412.0,Deron Williams,2010 - 2011
0.7288135593220338,-2.826809733050311,1.8310244182523547,4.052915262135116,6.015683827559997,236.0,Al Horford,2007 - 2008
0.7333333333333333,-2.825228075980057,0.5529507493187253,-1.4770008722860481,-1.4770008722860481,15.0,James Posey,2010 - 2011
0.796078431372549,-2.8081110652344705,-3.9462307317837144,2.911224806164398,1.0253414266047116,255.0,Raymond Felton,2006 - 2007
0.5121951219512195,-2.806456938639819,-0.2879778359038454,0.9209774075827397,-2.6980428215596746,41.0,Semih Erden,2011 - 2012
0.8344370860927153,-2.798613111501652,-3.0455326055361525,-0.5917065966016821,3.7502672636213674,302.0,Kirk Hinrich,2006 - 2007
0.7142857142857143,-2.788924806262603,-0.9868440089823167,-2.7374871762779236,-4.3593476087105785,21.0,Jeremy Evans,2015 - 2016
0.8076923076923077,-2.787282858640978,-1.4646088021623456,1.624151081856283,2.5918451800914397,52.0,Travis Outlaw,2013 - 2014
0.6447761194029851,-2.775427339194607,1.8375409611649047,2.757519294286112,9.586558448324922,335.0,Rajon Rondo,2008 - 2009
0.7777777777777778,-2.7623896666605923,-3.202939485569857,-2.4793905421131903,-2.4793905421131903,9.0,Steve Novak,2009 - 2010
0.6428571428571429,-2.7603488363226916,-2.7079417692867693,-0.9868716137331219,0.3994227473867653,28.0,Jermareo Davidson,2007 - 2008
0.8662420382165605,-2.755941003719059,1.7928490909646797,2.7219516248016475,3.9401876024704166,157.0,Manu Ginobili,2011 - 2012
0.7727272727272727,-2.7438204211643438,1.9623098288121241,-1.411714961849384,-0.4806418724250676,88.0,Caron Butler,2010 - 2011
0.6956521739130435,-2.73977958550077,-4.504783798595554,2.1651169796274417,6.025826270298751,138.0,Corey Brewer,2011 - 2012
0.8974358974358975,-2.7339461534106206,0.5921839933979456,-1.279227832711392,-3.6253565896003437,78.0,Jose Calderon,2012 - 2013
0.5588235294117647,-2.732249043590045,-1.5441774746593637,0.5582436081789552,1.9445379692988496,34.0,Julian Wright,2008 - 2009
0.25,-2.7251556690051464,-2.7251556690051464,-2.7251556690051464,-2.7251556690051464,4.0,Francisco Garcia,2014 - 2015
0.6923076923076923,-2.7197679602703353,-1.0388515520346893,-2.7197679602703353,-2.7197679602703353,13.0,Drew Gooden,2015 - 2016
0.8392857142857143,-2.713691032154486,1.8553108010519281,1.8779749288467258,4.042673242257678,168.0,Nicolas Batum,2010 - 2011
0.774074074074074,-2.6971403745251337,-3.1368337758455027,2.251026146876484,10.913150008525974,270.0,Ronald Murray,2008 - 2009
0.71875,-2.6849290469096587,0.8056839738242587,0.3975816621954493,2.9015825439961844,96.0,Joel Anthony,2011 - 2012
0.65625,-2.6815680634880152,-4.403210568997828,1.78260800398823,2.5935382202045645,32.0,Dewayne Dedmon,2013 - 2014
0.5392156862745098,-2.666018990284016,-2.804384390180388,2.626142408110951,2.3310849429759344,102.0,Festus Ezeli,2012 - 2013
0.7272727272727273,-2.6619668070517832,-1.3476435932741992,-5.170864086124908,2.1669843615808304,110.0,Tony Allen,2008 - 2009
0.7560975609756098,-2.6584850881594235,-1.0681178175079467,-5.732212220445177,-4.831218687381238,41.0,Ronnie Price,2015 - 2016
0.5357142857142857,-2.6568553856634693,0.0233849479965329,-4.035939543407096,-4.206255160087714,28.0,Johan Petro,2010 - 2011
0.6233333333333333,-2.640140329843632,-4.851049152160499,-10.262138240564582,-0.36999884272506733,300.0,Eddy Curry,2007 - 2008
0.4166666666666667,-2.631948500374122,-3.639463240257353,-4.7723741286669465,-4.7723741286669465,12.0,Joey Dorsey,2009 - 2010
0.5555555555555556,-2.6120149660283545,1.1919668642126027,-2.376448894715587,-1.8010847498120253,9.0,D.J. White,2012 - 2013
0.8202764976958525,-2.611074766632413,1.6784650850816831,1.9771757724427346,4.926489694733846,217.0,Robert Covington,2014 - 2015
0.3684210526315789,-2.6007646861281266,-3.722554019149033,-2.6007646861281266,-2.6007646861281266,19.0,Chuck Hayes,2008 - 2009
0.8235294117647058,-2.5982312437690496,-2.9335469023573353,-1.9428072018378089,1.9861816208840395,85.0,Mike Miller,2009 - 2010
0.8026315789473685,-2.5865027957030406,-1.4419762877858489,3.09982267342275,4.883887627174545,304.0,Nikola Mirotic,2014 - 2015
0.7816091954022989,-2.5759917583026493,1.9362451636801836,-2.7611123531972623,-2.052489270202784,87.0,Arron Afflalo,2007 - 2008
0.7697841726618705,-2.566296809027733,0.8028847693713033,-0.2935452522260107,-0.2929921765170036,139.0,Von Wafer,2008 - 2009
0.8571428571428571,-2.5629047790631034,0.9894289209356941,-0.48751553557767124,3.2877278829550676,147.0,Alan Anderson,2012 - 2013
0.375,-2.552958990225367,-4.093175433617515,-2.9744010528566722,-2.399036907953109,8.0,Arinze Onuaku,2014 - 2015
0.6666666666666666,-2.546764511396212,-2.4651205223557024,-2.546764511396212,-2.546764511396212,6.0,Cory Jefferson,2015 - 2016
0.3333333333333333,-2.546764511396212,-1.2079032035109574,-2.546764511396212,-2.546764511396212,6.0,Renaldo Balkman,2009 - 2010
0.7814207650273224,-2.5335803683323945,-0.6866388629030951,-1.1983061277936145,2.705741646668372,183.0,Ersan Ilyasova,2011 - 2012
0.84375,-2.520704950299198,-3.44026782523904,-4.3633247675208935,-4.159631374804832,32.0,Lynn Greer,2006 - 2007
0.42245989304812837,-2.5142101564826476,1.0623732184349706,3.402900673262934,-1.3796512375236887,187.0,Ben Wallace,2007 - 2008
0.6571428571428571,-2.51011820293418,-0.6643277700677288,0.3144382691113776,-0.26712035462136896,70.0,Spencer Hawes,2014 - 2015
0.7937853107344632,-2.495285159344803,-1.8804579264833592,2.8255033656545265,11.236277875425628,354.0,Ramon Sessions,2008 - 2009
0.7413793103448276,-2.4915921024363286,0.4151251247837138,2.6681552389422905,8.117297834412653,174.0,Tyrus Thomas,2007 - 2008
0.6304347826086957,-2.4768010353884975,1.0881154875272898,-2.519550960841812,-1.1581016397190211,46.0,Kyle Singler,2015 - 2016
0.7608695652173914,-2.4617275033384445,1.5820643393468714,-2.2804264150156826,0.31470564371267074,46.0,Quentin Richardson,2010 - 2011
0.6615384615384615,-2.454198947202883,0.880178546934502,0.7359421861089857,0.7779696047224718,65.0,Donte Greene,2010 - 2011
0.8272727272727273,-2.453514048000102,-0.43714371053181367,-0.1798148139166642,8.726060692755198,440.0,Tony Parker,2012 - 2013
0.5454545454545454,-2.453225910055721,1.7228108967530602,2.9303764131575463,8.604325494364105,88.0,Reggie Evans,2010 - 2011
0.6268656716417911,-2.4296769921325847,0.3258632017764711,-5.934638120625721,-0.48432412654915424,67.0,Rajon Rondo,2013 - 2014
0.813953488372093,-2.4217006809962243,-0.222165429529241,1.6544818919425097,6.346682024379277,129.0,Will Bynum,2008 - 2009
0.7657657657657657,-2.4193023033800642,1.6328836151264312,-0.6283676056651473,-14.517100320839901,111.0,Kirk Hinrich,2008 - 2009
0.8558558558558559,-2.416547646196136,-1.8304327662275455,-1.3322721611161512,6.607133505708276,222.0,Arron Afflalo,2012 - 2013
0.7117903930131004,-2.404924542699348,1.766128086112019,4.338072567992754,7.425573476986074,229.0,Thaddeus Young,2013 - 2014
0.8051948051948052,-2.399853855128214,-0.5864388587142741,-0.9544740381025463,2.964344628264257,231.0,Kyle Lowry,2012 - 2013
0.8045977011494253,-2.3987595061551588,-3.8062743122272025,3.6651537881853926,8.960142174872828,87.0,Charlie Bell,2007 - 2008
0.5294117647058824,-2.3944659212493704,0.5147168547567631,-0.9778839706240703,-1.141171948705093,17.0,Daniel Orton,2012 - 2013
0.4900662251655629,-2.3847727731223927,2.148382551077532,1.6454442355324943,0.30922717197842076,151.0,Steven Hunter,2006 - 2007
0.6666666666666666,-2.380720151189095,-1.4281967708406142,2.4712329181030483,4.564225493161224,33.0,JaVale McGee,2014 - 2015
0.6428571428571429,-2.376695443186904,-2.0136971426954737,-3.819788753350192,-3.819788753350192,14.0,James Jones,2013 - 2014
0.8426229508196721,-2.370791136185801,-0.39890908885865883,3.0001970245251073,8.798747234852613,305.0,Deron Williams,2011 - 2012
0.6153846153846154,-2.36049106794556,-0.36709959898314537,0.11973263393806022,0.11973263393806022,13.0,Russ Smith,2015 - 2016
0.7538461538461538,-2.353642871168347,1.626937832862211,-1.3511479661756312,4.337744578113245,260.0,Timofey Mozgov,2013 - 2014
0.8260869565217391,-2.347495500568211,0.8454297152356816,-1.5333601730871216,-1.1935620994963259,23.0,Solomon Jones,2011 - 2012
0.7349397590361446,-2.344901539315117,-4.232106539848473,1.6910746044477207,6.48835052677012,166.0,Martell Webster,2007 - 2008
0.75,-2.3416506233083965,-0.40369008806078455,3.1792747474380576,13.327512678954406,300.0,Mike Conley,2010 - 2011
0.5925925925925926,-2.326455361422326,1.5923274986567009,-1.1389502690697526,-1.7143144139733195,27.0,Chris Richard,2007 - 2008
0.6,-2.3239170149748,-3.79185536513522,-1.7485528700712383,-1.7485528700712383,10.0,Paul Davis,2007 - 2008
0.8633333333333333,-2.3058624819054216,-0.45234435417143004,1.4641991556605944,10.87777137726465,300.0,George Hill,2010 - 2011
0.8260869565217391,-2.3044931571799268,-3.995682329276935,-0.5630444190523214,1.6341801582838968,23.0,Kevin Seraphin,2015 - 2016
0.7076023391812866,-2.2800994090212896,-3.289460373662706,2.2712272169676453,6.279409315108268,171.0,Mickael Pietrus,2008 - 2009
0.8087649402390438,-2.2683618571363695,-0.1396786605755551,4.0200949479644805,9.983003085765176,502.0,Hedo Turkoglu,2008 - 2009
0.581081081081081,-2.267605238052866,-4.0870649631869895,-6.6408442149554645,-5.0955715874062975,74.0,Alonzo Mourning,2007 - 2008
0.7733333333333333,-2.26658844670483,1.4648956033890954,-1.1257657374107737,0.14457906594289227,75.0,Shelden Williams,2010 - 2011
0.8076923076923077,-2.265495834449915,-3.046327531379717,-3.6711566380998946,-2.7063043396113073,26.0,Juan Dixon,2007 - 2008
0.8034398034398035,-2.262841974579601,1.3415606163631537,1.1941813538726365,2.264589707522873,407.0,Joe Johnson,2008 - 2009
0.6735751295336787,-2.2568292732796067,-1.4112400773570926,0.5824185272272189,4.647671549154467,193.0,Archie Goodwin,2015 - 2016
0.6976744186046512,-2.253090270703865,-1.4272882693886544,2.6914104942963775,5.382355227495665,43.0,Garrett Temple,2013 - 2014
0.72,-2.2516362674202135,-1.10755856305002,0.07588514795929768,-0.24835255099358733,25.0,Chris Singleton,2013 - 2014
0.6687116564417178,-2.247210721279913,-1.5930632979662676,-1.5328932953479466,2.7518225507439524,163.0,Taj Gibson,2010 - 2011
0.7633928571428571,-2.2425211825310782,-4.133697063362064,2.1185372329652523,5.49786604941491,224.0,Serge Ibaka,2010 - 2011
0.896969696969697,-2.2324969497350367,-4.111913560584412,4.331155687731155,15.401049105159075,330.0,Stephen Curry,2012 - 2013
0.6666666666666666,-2.2312498119442026,-0.039554245576510993,-4.838643250453842,-5.649573466670169,33.0,Oleksiy Pecherov,2007 - 2008
0.8186666666666667,-2.230711631342672,1.967175231930753,2.4636672706145646,7.475061267563547,375.0,Lou Williams,2010 - 2011
0.7480314960629921,-2.229369936039916,-2.285698660538344,2.335110128022734,7.2592324456571475,127.0,C.J. Miles,2015 - 2016
0.47619047619047616,-2.2169868635531316,-0.5599944530434087,-0.8470048063920359,-0.2716406614884761,21.0,Yakhouba Diawara,2008 - 2009
0.7692307692307693,-2.2169431766548335,1.8142653248675558,-0.845737889293737,-0.845737889293737,26.0,Timofey Mozgov,2012 - 2013
0.7727272727272727,-2.202923184553498,-0.424726132653813,-5.8011437544858495,-4.027618266540529,22.0,Othella Harrington,2006 - 2007
0.7149532710280374,-2.1986953880567057,1.81487243773023,4.458467402596057,8.174068696956851,214.0,Taj Gibson,2014 - 2015
0.8375451263537906,-2.193276267470196,-1.354318660737647,2.16846521928926,5.706378567149301,277.0,Kevin Garnett,2009 - 2010
0.868421052631579,-2.185719774901841,0.5949419662359645,-7.9696987009906906,-4.5709358009178445,76.0,Courtney Lee,2012 - 2013
0.375,-2.178949980828685,-2.998412933083335,-1.0282216910215602,-1.0282216910215602,8.0,Tornike Shengelia,2013 - 2014
0.6984924623115578,-2.1642653092652324,1.1349834568859194,3.215793119632906,6.102667961811221,199.0,Marcin Gortat,2014 - 2015
0.8461538461538461,-2.161396579874065,1.2894624672466364,2.0099428305393445,3.160671120346464,39.0,Sasha Vujacic,2009 - 2010
0.7974683544303798,-2.155354750788973,-3.5956454339196,1.392747995931046,3.6370608075958017,79.0,Nenad Krstic,2008 - 2009
0.6091954022988506,-2.154022337857114,-1.0076967896591356,-0.44003650358448,5.230634699697674,87.0,Rodney Carney,2006 - 2007
0.8382352941176471,-2.1432458142593873,1.091368458317163,1.5706609055768581,3.0580666422576996,272.0,Jamal Crawford,2006 - 2007
0.875,-2.1432337431022734,0.0,-0.3173039532931412,1.068990407826746,16.0,Patty Mills,2012 - 2013
0.6196319018404908,-2.136276411034828,-4.092750191608616,5.002279332430135,9.535805958522587,163.0,Ian Mahinmi,2013 - 2014
0.7560975609756098,-2.1292605058834795,0.12022345913010213,-6.005847364216052,-2.7705312856434716,82.0,Nate Robinson,2009 - 2010
0.8846153846153846,-2.117782394016359,-1.9745010144236232,0.04241825715072878,1.7694421097896793,208.0,J.J. Redick,2015 - 2016
0.5833333333333334,-2.116047441688341,-3.7064923906343026,-1.8104603039034153,-2.6213905201197427,12.0,Jeff Adrien,2011 - 2012
0.8055555555555556,-2.1026731293911496,1.7319141510864426,0.4308813342102056,4.046354181712601,36.0,Darius Miller,2013 - 2014
0.6,-2.101342746319869,3.2242049661452903,-1.2904125301035396,-0.715048385199978,10.0,Calvin Booth,2006 - 2007
0.7,-2.0964956221630118,1.7509422307860945,-2.0964956221630118,-2.0964956221630118,20.0,Shawne Williams,2013 - 2014
0.8923611111111112,-2.090140331858123,0.6149547125852735,0.5243475681691621,5.270362892675109,288.0,Kevin Martin,2012 - 2013
0.5454545454545454,-2.086603393671549,-0.6583770140335048,-2.086603393671549,-2.086603393671549,11.0,Chuck Hayes,2014 - 2015
0.45454545454545453,-2.086603393671549,0.6350048936935693,-2.086603393671549,-2.086603393671549,11.0,Sasha Kaun,2015 - 2016
0.5454545454545454,-2.086603393671549,-0.6583770140335048,-2.086603393671549,-2.086603393671549,11.0,Eduardo Najera,2010 - 2011
0.7877094972067039,-2.0838586683446465,0.775160784167042,-0.37193917302016644,0.7102550174191151,179.0,Jonas Valanciunas,2012 - 2013
0.7916666666666666,-2.081745527752645,-3.6341656615115596,0.4318951500686694,4.439535851965417,192.0,Tony Allen,2011 - 2012
0.9,-2.0808522544603214,-2.5572057470044953,-0.25780998252706055,-0.25780998252706055,20.0,Bobby Simmons,2009 - 2010
0.7,-2.0802048436213934,2.751622712980705,-0.32926736891359454,0.48166284730273645,10.0,Gilbert Arenas,2011 - 2012
0.8426966292134831,-2.0765121840966003,1.8054952750547102,-2.2067223382930052,0.4743878514478581,89.0,Mike Bibby,2009 - 2010
0.8046875,-2.0639918386673486,0.37696354865374815,2.8793233098216433,5.601649495720125,128.0,Brevin Knight,2006 - 2007
0.6633165829145728,-2.061981382330714,1.7197034848621797,-1.2450927487326453,5.344193806563794,199.0,Craig Smith,2007 - 2008
0.7777777777777778,-2.0513780359922844,0.0,-2.0513780359922844,-2.0513780359922844,9.0,DaJuan Summers,2011 - 2012
0.7692307692307693,-2.046950805776774,1.5324423072496884,1.4385617549847751,-0.25603396578963356,26.0,Michael Beasley,2014 - 2015
0.6223175965665236,-2.0437196190998748,0.9918813570695875,4.983570842228573,12.787981898889484,466.0,Josh Smith,2009 - 2010
0.5,-2.043302495063962,-1.4679383501603995,-2.043302495063962,-2.043302495063962,4.0,Kyrylo Fesenko,2007 - 2008
